field1,CustomerID,Class,LengthOfTime,CurrentBalance,Location,Income,LineOfCredit,HomeLoan,Superanuation,EducationSaver,Investment,WorkingFulltime,AvgTrans
2115,"00005","Silver",2.110000,1606.910000,"Rural",117000,1,1,1,1,0,1,54
2520,"00020","Silver",2.200000,1529.950000,"Rural",97000,1,1,1,1,0,1,52
2978,"00025","Silver",5.240000,2200.390000,"Suburban",105000,1,1,1,1,1,0,69
2023,"00002","Silver",2.090000,1485.180000,"Rural",113000,1,1,1,0,0,1,53
2133,"00006","Silver",1.780000,739.260000,"Urban",80000,1,1,0,0,0,1,31
676,"00040","Platinum",3.530000,1220.630000,"Urban",168000,1,1,0,0,0,1,26
858,"00046","Platinum",4.200000,1154.400000,"Urban",153000,1,1,0,0,0,1,22
1570,"00006","Gold",4.090000,1882.560000,"Rural",141000,1,1,0,0,0,1,37
2489,"00019","Silver",3.860000,2395.010000,"Suburban",117000,1,1,1,0,0,1,69
1777,"00014","Gold",5.070000,2726.530000,"Suburban",122000,1,1,1,1,0,1,54
1117,"00038","Gold",4.200000,1877.010000,"Rural",114000,1,0,0,0,0,0,40
775,"00043","Platinum",3.940000,1137.380000,"Urban",174000,1,0,0,0,0,1,25
360,"00029","Platinum",8.120000,3334.070000,"Suburban",185000,1,1,1,0,0,1,62
564,"00036","Platinum",5.020000,2303.250000,"Rural",162000,0,0,0,0,0,1,46
755,"00042","Platinum",5.610000,2299.180000,"Rural",198000,0,0,0,0,0,1,45
2282,"00011","Silver",3.310000,1660.930000,"Rural",124000,1,1,1,1,0,1,55
2326,"00013","Silver",4.370000,2323.970000,"Suburban",94000,1,1,1,1,0,1,75
2742,"00029","Silver",2.490000,1885.520000,"Rural",116000,1,1,1,1,0,1,56
276,"00026","Platinum",7.690000,3404.740000,"Suburban",178000,1,1,1,0,0,1,61
1540,"00005","Gold",4.970000,2868.240000,"Suburban",143000,1,1,1,1,0,1,59
315,"00028","Platinum",4.190000,1218.410000,"Urban",181000,1,0,0,0,0,1,26
2348,"00014","Silver",2.710000,1735.670000,"Rural",79000,1,1,1,0,0,1,49
2219,"00009","Silver",1.520000,889.850000,"Urban",122000,1,1,1,0,0,1,32
219,"00024","Platinum",5.540000,2164.870000,"Rural",146000,0,0,0,0,0,1,47
2164,"00007","Silver",5.800000,2362.820000,"Suburban",102000,1,1,1,1,0,1,71
16,"00018","Platinum",5.610000,2079.030000,"Rural",206000,0,0,0,0,0,1,49
1184,"00041","Gold",3.070000,1893.660000,"Rural",179000,1,0,0,0,0,0,42
1768,"00014","Gold",5.570000,2780.920000,"Suburban",108000,1,1,1,1,0,1,56
2587,"00023","Silver",2.420000,1675.730000,"Rural",124000,1,1,1,0,0,1,55
2176,"00008","Silver",1.820000,1738.630000,"Rural",143000,1,1,1,1,0,1,57
2874,"00033","Silver",1.610000,601.620000,"Urban",122000,1,0,0,0,0,1,31
499,"00034","Platinum",3.730000,1107.780000,"Urban",205000,1,0,0,0,0,1,21
1065,"00036","Gold",3.080000,1038.960000,"Urban",117000,1,1,0,0,0,0,23
2857,"00033","Silver",1.810000,713.360000,"Urban",98000,1,0,0,0,0,1,31
2002,"00001","Silver",4.960000,2294.740000,"Suburban",55000,1,1,1,1,0,1,75
1970,"00011","Gold",5.520000,2924.480000,"Suburban",131000,1,1,1,1,0,0,58
2284,"00012","Silver",1.210000,790.320000,"Urban",120000,1,0,0,0,0,1,32
1703,"00012","Gold",3.800000,1986.160000,"Rural",137000,1,1,1,0,0,1,36
2279,"00011","Silver",3.060000,1525.510000,"Rural",84000,1,1,1,0,0,1,59
845,"00045","Platinum",5.980000,2058.680000,"Rural",165000,0,0,0,0,0,1,46
1914,"00049","Gold",5.740000,3106.890000,"Suburban",108000,1,1,1,1,0,0,60
457,"00032","Platinum",8.080000,3530.170000,"Suburban",193000,1,1,0,0,0,1,61
1483,"00003","Gold",3.860000,1987.640000,"Rural",122000,1,1,0,0,0,1,41
787,"00044","Platinum",7.970000,3314.090000,"Suburban",188000,1,1,1,0,0,1,61
1015,"00034","Gold",5.430000,2621.080000,"Suburban",150000,1,1,1,0,0,0,59
2143,"00006","Silver",2.510000,796.980000,"Urban",134000,1,0,0,0,0,1,32
2993,"00031","Silver",5.100000,2133.420000,"Suburban",80000,1,1,1,1,1,0,68
664,"00039","Platinum",4.590000,2352.830000,"Rural",136000,0,0,0,0,0,1,45
1699,"00011","Gold",5.680000,2882.300000,"Suburban",96000,1,1,1,1,0,1,61
1414,"00050","Gold",4.320000,1914.380000,"Rural",128000,1,0,0,0,0,1,41
2267,"00011","Silver",2.460000,1864.800000,"Rural",108000,1,1,1,0,0,1,60
1638,"00009","Gold",3.940000,1821.140000,"Rural",144000,1,1,0,0,0,1,39
1230,"00043","Gold",5.090000,2688.420000,"Suburban",115000,1,1,1,1,0,0,54
279,"00026","Platinum",8.310000,3406.590000,"Suburban",176000,1,1,1,0,0,1,59
474,"00033","Platinum",5.180000,2385.760000,"Rural",143000,0,0,0,0,0,1,47
2335,"00013","Silver",6.400000,2232.580000,"Suburban",101000,1,1,1,0,0,1,75
2456,"00018","Silver",2.120000,761.830000,"Urban",102000,1,0,0,0,0,1,34
962,"00049","Platinum",4.180000,1104.080000,"Urban",156000,0,0,0,0,0,1,28
21,"00018","Platinum",5.120000,2120.840000,"Rural",198000,0,0,0,0,0,1,45
2454,"00018","Silver",1.850000,875.050000,"Urban",126000,1,1,1,0,0,1,36
1186,"00041","Gold",3.730000,2272.540000,"Rural",100000,1,1,0,0,0,0,43
989,"00050","Platinum",7.290000,3193.840000,"Suburban",187000,1,1,1,0,0,1,64
572,"00036","Platinum",6.770000,2111.220000,"Rural",175000,0,0,0,0,0,1,48
2648,"00025","Silver",4.720000,2126.390000,"Suburban",111000,1,1,1,0,0,1,69
355,"00029","Platinum",7.990000,3138.340000,"Suburban",148000,1,1,1,0,0,1,60
2042,"00002","Silver",3.090000,1625.040000,"Rural",66000,1,1,1,0,0,1,51
1595,"00007","Gold",2.870000,1167.350000,"Urban",119000,0,0,0,0,0,1,21
2258,"00011","Silver",3.000000,1731.600000,"Rural",119000,0,0,0,0,0,1,57
2620,"00024","Silver",1.920000,656.750000,"Urban",90000,1,1,1,0,0,1,35
2534,"00021","Silver",1.340000,840.270000,"Urban",126000,1,1,1,0,0,1,34
321,"00028","Platinum",4.040000,1177.710000,"Urban",164000,0,0,0,0,0,1,24
1725,"00012","Gold",3.090000,2060.530000,"Rural",154000,1,0,0,0,0,1,39
1112,"00038","Gold",3.790000,2076.810000,"Rural",166000,1,1,0,0,0,0,38
444,"00032","Platinum",6.880000,3442.110000,"Suburban",135000,1,1,1,0,0,1,63
1587,"00007","Gold",3.200000,1149.590000,"Urban",139000,0,0,0,0,0,1,19
330,"00028","Platinum",3.810000,1034.520000,"Urban",223000,1,1,1,0,0,1,27
1344,"00047","Gold",4.050000,1935.470000,"Rural",100000,1,1,0,0,0,0,39
708,"00041","Platinum",7.880000,3277.460000,"Suburban",188000,1,1,1,0,0,1,64
744,"00042","Platinum",5.100000,2098.640000,"Rural",151000,0,0,0,0,0,1,46
727,"00042","Platinum",6.220000,2206.310000,"Rural",171000,0,0,0,0,0,1,44
93,"00020","Platinum",7.100000,3431.750000,"Suburban",175000,1,1,1,0,0,1,60
2402,"00016","Silver",6.290000,2194.840000,"Suburban",86000,1,1,1,1,0,1,71
165,"00023","Platinum",8.420000,3315.940000,"Suburban",176000,1,1,1,0,0,1,61
2460,"00018","Silver",1.760000,855.810000,"Urban",113000,1,1,1,0,0,1,34
2768,"00030","Silver",2.910000,647.870000,"Urban",84000,1,1,1,0,0,1,30
192,"00024","Platinum",5.890000,2131.200000,"Rural",156000,0,0,0,0,0,1,46
1496,"00003","Gold",4.130000,2007.990000,"Rural",139000,1,1,1,0,0,1,41
1258,"00044","Gold",4.700000,1924.370000,"Rural",145000,0,0,0,0,0,0,43
130,"00022","Platinum",3.910000,1069.300000,"Urban",174000,1,1,0,0,0,1,23
17,"00018","Platinum",6.530000,2212.230000,"Rural",169000,0,0,0,0,0,1,48
2617,"00024","Silver",2.230000,664.150000,"Urban",104000,0,0,0,0,0,1,37
2831,"00032","Silver",2.380000,1614.680000,"Rural",107000,1,1,1,1,0,1,62
1776,"00014","Gold",5.230000,2860.100000,"Suburban",102000,1,1,1,1,0,1,59
1218,"00042","Gold",3.180000,1159.210000,"Urban",155000,1,0,0,0,0,0,22
1701,"00012","Gold",3.690000,2032.410000,"Rural",117000,1,1,1,0,0,1,36
1800,"00015","Gold",4.170000,2038.700000,"Rural",175000,1,1,0,0,0,1,39
1283,"00045","Gold",3.290000,1053.020000,"Urban",131000,1,0,0,0,0,0,20
2783,"00030","Silver",1.220000,826.950000,"Urban",83000,1,0,0,0,0,1,35
259,"00026","Platinum",7.640000,3280.790000,"Suburban",136000,1,1,1,0,0,1,62
1472,"00003","Gold",3.940000,2019.460000,"Rural",152000,1,0,0,0,0,1,38
1834,"00016","Gold",3.410000,1289.820000,"Urban",149000,1,0,0,0,0,1,20
567,"00036","Platinum",4.970000,2237.760000,"Rural",155000,1,0,0,0,0,1,48
1972,"00011","Gold",5.730000,2895.250000,"Suburban",103000,1,1,1,1,0,0,56
1316,"00046","Gold",5.280000,2619.600000,"Suburban",126000,1,1,1,1,0,0,56
773,"00043","Platinum",3.840000,1135.530000,"Urban",199000,1,1,0,0,0,1,25
1895,"00046","Gold",5.550000,3101.340000,"Suburban",138000,1,1,1,1,0,0,57
609,"00038","Platinum",7.840000,3526.100000,"Suburban",217000,1,1,1,0,0,1,64
2541,"00021","Silver",1.880000,745.920000,"Urban",108000,1,0,0,0,0,1,31
328,"00028","Platinum",3.790000,1250.230000,"Urban",184000,1,1,0,0,0,1,23
2954,"00019","Silver",4.430000,2277.350000,"Suburban",94000,1,1,1,1,1,0,74
2255,"00010","Silver",5.000000,2020.570000,"Suburban",79000,1,1,1,1,0,1,71
2305,"00012","Silver",1.550000,643.800000,"Urban",97000,1,1,1,0,0,1,34
1396,"00050","Gold",4.460000,1879.230000,"Rural",120000,1,1,0,0,0,1,39
707,"00041","Platinum",8.470000,3283.750000,"Suburban",166000,1,1,1,0,0,1,62
745,"00042","Platinum",6.950000,2201.500000,"Rural",170000,0,0,0,0,0,1,47
1528,"00004","Gold",3.370000,1095.570000,"Urban",152000,0,0,0,0,0,1,24
2694,"00027","Silver",2.430000,736.670000,"Urban",124000,1,1,1,0,0,1,32
1031,"00035","Gold",4.250000,1750.100000,"Rural",169000,1,1,1,0,0,0,44
1078,"00037","Gold",5.160000,2582.970000,"Suburban",132000,1,1,1,1,0,0,54
331,"00028","Platinum",4.190000,1082.250000,"Urban",184000,0,0,0,0,0,1,25
273,"00026","Platinum",7.270000,3364.410000,"Suburban",153000,1,1,1,0,0,1,64
798,"00044","Platinum",7.810000,3124.280000,"Suburban",205000,1,1,1,0,0,1,59
825,"00045","Platinum",5.440000,2347.280000,"Rural",168000,0,0,0,0,0,1,49
396,"00030","Platinum",5.860000,2111.220000,"Rural",210000,0,0,0,0,0,1,46
2822,"00032","Silver",3.100000,1808.560000,"Rural",45000,1,1,1,0,0,1,55
222,"00025","Platinum",4.050000,1055.610000,"Urban",187000,1,0,0,0,0,1,29
2603,"00023","Silver",2.790000,1709.030000,"Rural",101000,1,1,1,0,0,1,53
2641,"00025","Silver",3.220000,2091.610000,"Suburban",79000,1,1,1,1,0,1,79
643,"00039","Platinum",5.810000,2133.420000,"Rural",146000,0,0,0,0,0,1,46
1669,"00010","Gold",3.030000,1107.040000,"Urban",131000,1,1,0,0,0,1,27
283,"00027","Platinum",6.660000,1959.150000,"Rural",165000,1,0,0,0,0,1,52
2845,"00033","Silver",1.780000,652.310000,"Urban",114000,1,1,0,0,0,1,36
2909,"00007","Silver",5.070000,2261.070000,"Suburban",112000,1,1,1,1,1,0,73
2896,"00004","Silver",5.450000,2260.330000,"Suburban",124000,1,1,1,1,1,0,77
1750,"00013","Gold",3.710000,992.710000,"Urban",109000,0,0,0,0,0,1,21
1152,"00039","Gold",3.070000,980.500000,"Urban",121000,1,1,1,0,0,0,22
1754,"00013","Gold",3.500000,1154.400000,"Urban",110000,1,0,0,0,0,1,24
1199,"00042","Gold",3.170000,1304.620000,"Urban",128000,1,0,0,0,0,0,20
1226,"00042","Gold",3.370000,975.690000,"Urban",163000,0,0,0,0,0,0,21
668,"00040","Platinum",4.340000,936.470000,"Urban",221000,1,0,0,0,0,1,26
2607,"00024","Silver",2.040000,620.490000,"Urban",115000,1,1,1,0,0,1,30
2448,"00018","Silver",2.520000,762.940000,"Urban",86000,1,0,0,0,0,1,38
767,"00043","Platinum",4.490000,1234.320000,"Urban",173000,0,0,0,0,0,1,25
160,"00023","Platinum",7.390000,3386.240000,"Suburban",143000,1,1,1,0,0,1,61
1820,"00016","Gold",3.450000,1131.090000,"Urban",150000,1,0,0,0,0,1,22
2672,"00026","Silver",2.720000,1532.540000,"Rural",88000,1,1,1,0,0,1,54
1664,"00010","Gold",3.610000,1125.540000,"Urban",123000,1,0,0,0,0,1,23
169,"00023","Platinum",8.510000,3194.950000,"Suburban",191000,1,1,1,0,0,1,60
1282,"00045","Gold",3.030000,963.850000,"Urban",133000,1,0,0,0,0,0,24
1148,"00039","Gold",3.470000,1165.870000,"Urban",125000,0,0,0,0,0,0,21
659,"00039","Platinum",5.170000,2154.880000,"Rural",186000,0,0,0,0,0,1,50
2955,"00019","Silver",5.080000,2131.940000,"Suburban",106000,1,1,1,1,1,0,71
181,"00023","Platinum",7.940000,3479.110000,"Suburban",164000,1,1,1,0,0,1,59
1876,"00040","Gold",5.350000,3157.950000,"Suburban",138000,1,1,1,1,0,0,52
319,"00028","Platinum",4.140000,1006.030000,"Urban",163000,1,1,0,0,0,1,26
1822,"00016","Gold",3.600000,1003.070000,"Urban",104000,1,0,0,0,0,1,20
1774,"00014","Gold",5.200000,2777.960000,"Suburban",160000,1,1,1,1,0,1,56
1449,"00001","Gold",3.440000,1175.860000,"Urban",141000,1,0,0,0,0,1,20
2429,"00017","Silver",2.640000,1502.570000,"Rural",114000,1,1,1,1,0,1,58
882,"00047","Platinum",8.350000,3577.900000,"Suburban",195000,1,1,1,0,0,1,65
2122,"00005","Silver",2.520000,1550.670000,"Rural",130000,1,1,1,0,0,1,55
2262,"00011","Silver",3.140000,1456.320000,"Rural",104000,1,1,1,1,0,1,54
1846,"00017","Gold",5.800000,2669.550000,"Suburban",135000,1,1,1,1,0,1,55
1487,"00003","Gold",3.860000,2110.850000,"Rural",154000,0,0,0,0,0,1,42
1632,"00009","Gold",3.890000,2147.110000,"Rural",107000,0,0,0,0,0,1,41
2906,"00004","Silver",6.700000,2147.850000,"Suburban",55000,1,1,1,1,1,0,70
322,"00028","Platinum",3.520000,886.520000,"Urban",185000,1,1,0,0,0,1,26
1973,"00011","Gold",5.680000,2893.770000,"Suburban",165000,1,1,1,1,1,0,54
671,"00040","Platinum",3.720000,1262.810000,"Urban",148000,1,1,0,0,0,1,27
2363,"00014","Silver",2.700000,1753.800000,"Rural",69000,1,1,1,0,0,1,59
933,"00048","Platinum",6.740000,2056.830000,"Rural",183000,0,0,0,0,0,1,44
2109,"00005","Silver",1.360000,1608.760000,"Rural",90000,1,1,1,0,0,1,51
1689,"00011","Gold",5.160000,3083.950000,"Suburban",124000,1,1,1,1,0,1,61
820,"00045","Platinum",5.730000,2295.850000,"Rural",164000,0,0,0,0,0,1,45
1850,"00034","Gold",5.590000,2698.410000,"Suburban",184000,1,1,1,1,0,0,55
2893,"00002","Silver",3.030000,1704.220000,"Rural",101000,1,1,1,1,1,0,57
2834,"00032","Silver",2.160000,1655.010000,"Rural",102000,1,1,1,0,0,1,56
2791,"00030","Silver",2.450000,904.280000,"Urban",69000,1,1,1,1,0,1,34
1657,"00010","Gold",3.220000,1134.790000,"Urban",132000,1,1,0,0,0,1,22
1879,"00040","Gold",5.010000,3150.920000,"Suburban",139000,1,1,1,1,0,0,52
498,"00034","Platinum",4.350000,1099.640000,"Urban",156000,0,0,0,0,0,1,23
1598,"00007","Gold",3.240000,1267.250000,"Urban",127000,1,1,1,0,0,1,19
764,"00043","Platinum",3.630000,964.960000,"Urban",137000,1,1,0,0,0,1,23
1647,"00009","Gold",4.270000,2073.850000,"Rural",108000,1,1,0,0,0,1,40
1755,"00013","Gold",3.250000,1057.460000,"Urban",144000,0,0,0,0,0,1,24
617,"00038","Platinum",7.640000,3347.020000,"Suburban",187000,1,1,1,0,0,1,62
325,"00028","Platinum",4.050000,1019.350000,"Urban",186000,1,1,0,0,0,1,27
761,"00043","Platinum",4.140000,1213.970000,"Urban",193000,1,0,0,0,0,1,27
2457,"00018","Silver",2.840000,622.340000,"Urban",93000,1,0,0,0,0,1,35
2795,"00031","Silver",5.030000,2260.330000,"Suburban",100000,1,1,1,0,0,1,75
2630,"00024","Silver",1.290000,659.340000,"Urban",79000,0,0,0,0,0,1,35
561,"00036","Platinum",5.490000,2339.510000,"Rural",195000,0,0,0,0,0,1,46
2084,"00004","Silver",3.620000,2321.380000,"Suburban",58000,1,1,1,1,0,1,71
1151,"00039","Gold",3.190000,1108.890000,"Urban",132000,1,0,0,0,0,0,21
1255,"00044","Gold",4.140000,1955.080000,"Rural",117000,1,1,0,0,0,0,40
1023,"00035","Gold",4.680000,1862.580000,"Rural",148000,1,0,0,0,0,0,38
811,"00044","Platinum",8.000000,3431.010000,"Suburban",219000,1,1,1,0,0,1,61
261,"00026","Platinum",7.410000,3361.820000,"Suburban",173000,1,1,1,0,0,1,63
429,"00032","Platinum",8.440000,3139.080000,"Suburban",202000,1,1,1,0,0,1,63
838,"00045","Platinum",6.080000,2278.460000,"Rural",119000,0,0,0,0,0,1,47
2744,"00029","Silver",3.030000,1929.550000,"Rural",105000,1,1,1,0,0,1,51
978,"00050","Platinum",8.320000,3304.470000,"Suburban",146000,1,1,1,0,0,1,59
2410,"00016","Silver",3.340000,2316.570000,"Suburban",97000,1,1,1,1,0,1,74
2174,"00008","Silver",2.660000,1716.800000,"Rural",78000,1,1,1,0,0,1,54
1951,"00005","Gold",5.140000,2858.250000,"Suburban",111000,1,1,1,1,0,0,57
1249,"00044","Gold",4.610000,2020.570000,"Rural",154000,1,0,0,0,0,0,37
1431,"00001","Gold",3.160000,1241.720000,"Urban",143000,0,0,0,0,0,1,26
221,"00025","Platinum",3.630000,956.450000,"Urban",206000,1,1,0,0,0,1,24
963,"00049","Platinum",4.270000,1139.600000,"Urban",164000,0,0,0,0,0,1,24
2796,"00031","Silver",6.570000,2136.750000,"Suburban",91000,1,1,1,1,0,1,72
794,"00044","Platinum",8.730000,3370.700000,"Suburban",172000,1,1,1,0,0,1,63
2218,"00009","Silver",2.560000,434.750000,"Urban",90000,1,1,0,0,0,1,32
216,"00024","Platinum",5.760000,2258.110000,"Rural",149000,0,0,0,0,0,1,47
317,"00028","Platinum",3.690000,1003.440000,"Urban",157000,1,0,0,0,0,1,23
1480,"00003","Gold",3.710000,2131.940000,"Rural",127000,1,0,0,0,0,1,40
1845,"00017","Gold",5.280000,2934.470000,"Suburban",121000,1,1,1,1,0,1,56
2491,"00019","Silver",4.330000,2173.750000,"Suburban",125000,1,1,1,1,0,1,76
1641,"00009","Gold",4.170000,1777.110000,"Rural",140000,0,0,0,0,0,1,39
1426,"00001","Gold",3.550000,987.900000,"Urban",136000,0,0,0,0,0,1,18
2012,"00001","Silver",4.730000,2222.960000,"Suburban",130000,1,1,1,1,0,1,73
2721,"00028","Silver",4.950000,2271.800000,"Suburban",93000,1,1,1,1,0,1,72
1386,"00049","Gold",5.240000,2770.560000,"Suburban",128000,1,1,1,1,0,1,62
1679,"00010","Gold",2.760000,1082.250000,"Urban",154000,1,1,0,0,0,1,20
2173,"00007","Silver",4.670000,2262.920000,"Suburban",105000,1,1,1,1,0,1,71
2378,"00015","Silver",1.470000,828.800000,"Urban",122000,1,1,0,0,0,1,33
2220,"00009","Silver",1.500000,617.160000,"Urban",100000,1,1,1,0,0,1,34
1071,"00036","Gold",3.260000,1078.180000,"Urban",128000,1,0,0,0,0,0,22
2671,"00026","Silver",2.210000,1638.360000,"Rural",122000,1,1,1,0,0,1,57
804,"00044","Platinum",8.320000,3283.750000,"Suburban",180000,1,1,1,0,0,1,60
223,"00025","Platinum",3.650000,1272.800000,"Urban",168000,1,1,1,0,0,1,26
1292,"00045","Gold",3.500000,1037.850000,"Urban",110000,1,0,0,0,0,0,21
2533,"00021","Silver",2.180000,765.900000,"Urban",81000,1,1,1,0,0,1,33
2061,"00003","Silver",2.580000,799.200000,"Urban",105000,1,1,1,0,0,1,38
1273,"00044","Gold",3.490000,2203.350000,"Rural",139000,1,0,0,0,0,0,42
424,"00031","Platinum",4.170000,1007.510000,"Urban",185000,0,0,0,0,0,1,27
637,"00039","Platinum",4.940000,2223.700000,"Rural",173000,0,0,0,0,0,1,42
1554,"00006","Gold",3.790000,1974.320000,"Rural",102000,1,0,0,0,0,1,39
1231,"00043","Gold",5.420000,3236.760000,"Suburban",116000,1,1,1,1,0,0,59
2334,"00013","Silver",6.160000,2356.530000,"Suburban",120000,1,1,1,1,0,1,72
2550,"00021","Silver",2.730000,656.380000,"Urban",101000,1,1,0,0,0,1,33
1737,"00013","Gold",3.380000,1119.620000,"Urban",103000,0,0,0,0,0,1,24
2095,"00004","Silver",3.250000,2347.650000,"Suburban",78000,1,1,1,1,0,1,69
1345,"00047","Gold",4.280000,2250.710000,"Rural",153000,1,0,0,0,0,0,42
2528,"00021","Silver",1.850000,859.140000,"Urban",95000,1,0,0,0,0,1,32
1300,"00045","Gold",2.700000,990.860000,"Urban",162000,0,0,0,0,0,0,21
1132,"00039","Gold",3.160000,954.970000,"Urban",138000,0,0,0,0,0,0,22
1592,"00007","Gold",3.420000,1178.450000,"Urban",153000,1,0,0,0,0,1,20
2743,"00029","Silver",2.340000,1754.540000,"Rural",105000,1,1,1,0,0,1,53
551,"00036","Platinum",6.110000,2066.080000,"Rural",200000,0,0,0,0,0,1,47
2544,"00021","Silver",2.250000,882.820000,"Urban",143000,1,0,0,0,0,1,36
113,"00021","Platinum",6.560000,2262.920000,"Rural",177000,0,0,0,0,0,1,47
2443,"00017","Silver",2.390000,1662.040000,"Rural",109000,1,1,1,0,0,1,58
2846,"00033","Silver",2.380000,725.200000,"Urban",88000,1,0,0,0,0,1,37
785,"00043","Platinum",4.260000,1281.310000,"Urban",176000,1,0,0,0,0,1,28
1873,"00040","Gold",5.150000,2847.520000,"Suburban",144000,1,1,1,1,0,0,57
1274,"00044","Gold",3.800000,2002.440000,"Rural",119000,1,1,0,0,0,0,38
1212,"00042","Gold",3.800000,1176.230000,"Urban",128000,0,0,0,0,0,0,21
934,"00048","Platinum",5.330000,2053.130000,"Rural",185000,1,0,0,0,0,1,47
2988,"00029","Silver",3.020000,1730.490000,"Rural",76000,1,1,1,1,1,0,56
1037,"00035","Gold",4.430000,1959.150000,"Rural",174000,1,1,0,0,0,0,39
503,"00034","Platinum",4.080000,1215.450000,"Urban",175000,0,0,0,0,0,1,25
2298,"00012","Silver",1.910000,771.450000,"Urban",89000,1,1,0,0,0,1,33
163,"00023","Platinum",7.690000,3356.640000,"Suburban",168000,1,1,1,0,0,1,63
1171,"00041","Gold",4.280000,2187.440000,"Rural",95000,1,1,0,0,0,0,40
2751,"00029","Silver",2.300000,1724.940000,"Rural",91000,1,1,1,1,0,1,58
2730,"00028","Silver",5.420000,2239.610000,"Suburban",70000,1,1,1,1,0,1,72
379,"00030","Platinum",5.990000,2321.010000,"Rural",190000,0,0,0,0,0,1,46
2570,"00022","Silver",6.620000,2255.890000,"Suburban",78000,1,1,1,1,0,1,72
1109,"00038","Gold",3.810000,2137.490000,"Rural",127000,1,0,0,0,0,0,42
645,"00039","Platinum",6.400000,2223.330000,"Rural",180000,0,0,0,0,0,1,47
2944,"00016","Silver",5.420000,2342.840000,"Suburban",117000,1,1,1,1,1,0,72
293,"00027","Platinum",5.620000,2167.090000,"Rural",180000,0,0,0,0,0,1,46
375,"00030","Platinum",5.900000,2328.780000,"Rural",213000,0,0,0,0,0,1,46
919,"00048","Platinum",4.700000,2292.520000,"Rural",198000,0,0,0,0,0,1,48
1239,"00043","Gold",5.370000,2935.210000,"Suburban",111000,1,1,1,1,0,0,58
89,"00020","Platinum",7.710000,3306.690000,"Suburban",168000,1,1,1,0,0,1,58
2531,"00021","Silver",2.020000,829.910000,"Urban",99000,1,0,0,0,0,1,35
1395,"00050","Gold",3.490000,2005.400000,"Rural",151000,1,0,0,0,0,1,37
2264,"00011","Silver",2.140000,1623.190000,"Rural",74000,1,1,1,0,0,1,49
1145,"00039","Gold",3.230000,1171.050000,"Urban",159000,0,0,0,0,0,0,22
879,"00047","Platinum",6.680000,3576.790000,"Suburban",193000,1,1,1,0,0,1,62
650,"00039","Platinum",6.560000,2096.050000,"Rural",205000,1,0,0,0,0,1,49
1671,"00010","Gold",3.000000,1096.310000,"Urban",130000,1,0,0,0,0,1,23
558,"00036","Platinum",5.910000,2279.940000,"Rural",180000,0,0,0,0,0,1,47
1588,"00007","Gold",3.260000,888.000000,"Urban",160000,1,1,0,0,0,1,21
402,"00031","Platinum",4.240000,1141.080000,"Urban",178000,1,1,0,0,0,1,26
1909,"00046","Gold",5.650000,3211.600000,"Suburban",111000,1,1,1,1,1,0,56
2018,"00001","Silver",5.310000,2431.640000,"Suburban",105000,1,1,1,1,0,1,77
65,"00019","Platinum",3.930000,1106.300000,"Urban",175000,1,1,0,0,0,1,22
1097,"00038","Gold",4.590000,2167.460000,"Rural",137000,1,1,1,0,0,0,38
1363,"00048","Gold",2.800000,1027.120000,"Urban",134000,1,0,0,0,0,1,20
896,"00047","Platinum",6.550000,3256.000000,"Suburban",197000,1,1,1,0,0,1,59
1433,"00001","Gold",3.170000,1178.820000,"Urban",131000,0,0,0,0,0,1,22
1620,"00008","Gold",5.140000,2952.600000,"Suburban",149000,1,1,1,1,0,1,53
2111,"00005","Silver",2.860000,1444.480000,"Rural",93000,1,0,0,0,0,1,56
897,"00047","Platinum",7.320000,3257.110000,"Suburban",168000,1,1,1,0,0,1,63
1683,"00011","Gold",5.520000,2723.570000,"Suburban",129000,1,1,1,1,0,1,55
1988,"00014","Gold",5.500000,3091.350000,"Suburban",140000,1,1,1,1,0,0,57
622,"00038","Platinum",8.480000,3280.420000,"Suburban",155000,1,1,1,1,0,1,59
847,"00046","Platinum",4.180000,1418.210000,"Urban",191000,1,1,1,0,0,1,22
2185,"00008","Silver",2.040000,1625.780000,"Rural",110000,1,1,1,0,0,1,55
53,"00019","Platinum",4.400000,1135.900000,"Urban",190000,1,0,0,0,0,1,27
1425,"00001","Gold",3.380000,1099.640000,"Urban",168000,1,1,0,0,0,1,21
2436,"00017","Silver",3.200000,1570.650000,"Rural",112000,1,1,1,0,0,1,60
2942,"00016","Silver",6.230000,2105.300000,"Suburban",115000,1,1,1,1,1,0,72
195,"00024","Platinum",5.910000,2200.390000,"Rural",173000,0,0,0,0,0,1,47
1694,"00011","Gold",5.570000,2886.000000,"Suburban",157000,1,1,1,1,0,1,58
455,"00032","Platinum",7.810000,3412.510000,"Suburban",161000,1,1,1,0,0,1,59
347,"00029","Platinum",7.240000,3259.330000,"Suburban",171000,1,1,1,0,0,1,60
2746,"00029","Silver",2.100000,1628.740000,"Rural",124000,1,1,1,0,0,1,56
1870,"00040","Gold",5.150000,3088.760000,"Suburban",116000,1,1,1,1,0,0,61
533,"00035","Platinum",8.810000,3231.950000,"Suburban",169000,1,1,1,0,0,1,61
1177,"00041","Gold",3.510000,2201.870000,"Rural",129000,1,1,1,0,0,0,39
555,"00036","Platinum",6.150000,2139.340000,"Rural",152000,1,0,0,0,0,1,46
1585,"00007","Gold",3.270000,1120.730000,"Urban",116000,1,0,0,0,0,1,22
